31,buddy's,33.259162,-87.514251,Tuscaloosa,Alabama,AL,35406
32,publix,33.2629891,-87.5135906,Tuscaloosa,Alabama,AL,35406
33,piggly_wiggly,33.2298022,-87.5752858,Northport,Alabama,AL,35476
34,cash saver,33.1693639,-87.5276783,Tuscaloosa,Alabama,AL,35405
35,foodland,33.6529759,-86.812571,Gardendale,Alabama,AL,35071
36,walmart,33.6470907,-86.8232982,Gardendale,Alabama,AL,35071
37,food depot,33.6504046,-86.8104138,Gardendale,Alabama,AL,35071
38,walmart,32.434137,-87.012949,Selma,Alabama,AL,36703
39,ray's,31.293158,-85.10996,Columbia,Alabama,AL,36319
40,winn_dixie,33.3462774,-86.6308773,Chelsea,Alabama,AL,35043
41,walmart,33.347786,-86.619238,Chelsea,Alabama,AL,35043
42,jamo's grocery,34.7266594,-86.6266602,Huntsville,Alabama,AL,35805
43,choi's oriental food & gifts,34.7243624,-86.6270196,Huntsville,Alabama,AL,35805
44,jamo's grocery,34.7250017,-86.6266709,Huntsville,Alabama,AL,35805
45,rouse's market,30.2660105,-87.6900354,Gulf Shores,Alabama,AL,36542
46,publix,30.2986297,-87.6816058,Gulf Shores,Alabama,AL,36542
47,piggly_wiggly,30.3928508,-87.6846334,Foley,Alabama,AL,36535
48,winn_dixie,30.3932394,-87.6818332,Foley,Alabama,AL,36535
49,winn_dixie,33.3062857,-87.602672,Northport,Alabama,AL,35475
50,target,33.6054364,-86.6372852,Birmingham,Alabama,AL,35235
51,k mart,33.6416109,-86.6213556,Birmingham,Alabama,AL,35235
52,walmart,33.638953,-86.629165,Birmingham,Alabama,AL,35235
53,sams_club,33.6451413,-86.6251159,Birmingham,Alabama,AL,35235
54,walmart,32.507156,-86.211951,Wetumpka,Alabama,AL,36093
55,dollar_store,33.2371453,-87.6114133,Northport,Alabama,AL,35476
56,dollar_store,33.1706218,-87.5217708,Tuscaloosa,Alabama,AL,35405
57,asian market,33.1954606,-87.5622855,Tuscaloosa,Alabama,AL,35401
58,la bodeguita,33.1978038,-87.5097464,Tuscaloosa,Alabama,AL,35404
59,dollar_store,33.1854227,-87.5292143,Tuscaloosa,Alabama,AL,35401
60,winn_dixie,33.6153319,-86.6181014,Trussville,Alabama,AL,35173
61,savealot,33.3910508,-86.9772661,Bessemer,Alabama,AL,35020
62,fred's,33.3912031,-86.9771213,Bessemer,Alabama,AL,35020
63,dollar_store,33.1656709,-87.5160395,Tuscaloosa,Alabama,AL,35405
64,food giant,33.6980891,-86.6821978,Pinson,Alabama,AL,35126
65,dollar_store,33.2006584,-87.5445022,Tuscaloosa,Alabama,AL,35401
66,mr chen's oriental market,33.2006628,-87.5439684,Tuscaloosa,Alabama,AL,35401
67,piggly_wiggly,33.1968209,-87.5621399,Tuscaloosa,Alabama,AL,35401
68,star supermarket,34.8646324,-86.5705267,Meridianville,Alabama,AL,35759
69,publix,33.6077762,-85.7875592,Oxford,Alabama,AL,36203
70,publix,33.6412303,-86.5797901,Trussville,Alabama,AL,35173
71,publix,33.6557849,-86.6469305,Pinson,Alabama,AL,35126
72,win dixi,33.6523667,-86.6495939,Birmingham,Alabama,AL,35215
73,piggly_wiggly,33.6654342,-85.8254889,Anniston,Alabama,AL,36207
74,ramey's pic n sav,31.5361714,-87.8894552,Jackson,Alabama,AL,36545
75,food tiger,31.2657345,-88.0306387,McIntosh,Alabama,AL,36553
76,publix,33.4532639,-86.9782514,Bessemer,Alabama,AL,35023
77,piggly_wiggly,34.4387242,-88.138478,Red Bay,Alabama,AL,35582
78,dollar_store,34.4401837,-88.1391151,Red Bay,Alabama,AL,35582
79,big star,34.4431655,-88.1468935,Red Bay,Alabama,AL,35582
80,mediterranean and near east food market,33.1672119,-87.5362814,Tuscaloosa,Alabama,AL,35405
81,bargain center food thrift store,33.2414701,-87.5884589,Northport,Alabama,AL,35476
82,dollar_store,33.2006724,-87.5369947,Tuscaloosa,Alabama,AL,35401
83,honey & spice,33.6463641,-86.6341362,Birmingham,Alabama,AL,35235
84,aldi,33.4639637,-86.8213989,Birmingham,Alabama,AL,35209
85,gordo's mexican food,33.4721756,-86.8197482,Birmingham,Alabama,AL,35209
86,dollar_store,33.1449134,-87.5466375,Tuscaloosa,Alabama,AL,35405
87,dollar_store,33.0900013,-87.4582024,Duncanville,Alabama,AL,35456
88,kmart,33.1630682,-87.5459031,Tuscaloosa,Alabama,AL,35405
89,publix,33.1555779,-86.7485346,Calera,Alabama,AL,35040
90,walmart,33.146252,-86.751885,Calera,Alabama,AL,35040
91,kroger,32.6105188,-85.4634465,Auburn,Alabama,AL,36830
92,piggly_wiggly,33.2056432,-87.5017186,Tuscaloosa,Alabama,AL,35404
93,dollar_store,33.2056477,-87.502019,Tuscaloosa,Alabama,AL,35404
94,sams_club,34.6422053,-86.5723694,Huntsville,Alabama,AL,35803
95,piggly_wiggly,33.6591541,-87.601334,Berry,Alabama,AL,35546
96,walmart,34.668517,-86.006085,Scottsboro,Alabama,AL,35768
97,publix,30.630939,-87.912574,Daphne,Alabama,AL,36526
98,market by the bay,30.649705,-87.913116,Daphne,Alabama,AL,36526
99,publix,30.555695,-87.890899,Fairhope,Alabama,AL,36532
100,winn_dixie,32.576416,-85.4966646,Auburn,Alabama,AL,36832
101,walmart,32.570858,-85.49657,Auburn,Alabama,AL,36832
102,aldi,33.6094964,-85.8256631,Oxford,Alabama,AL,36203
103,publix,33.465192,-86.819874,Birmingham,Alabama,AL,35209
104,the fresh market,33.467953,-86.774025,Birmingham,Alabama,AL,35209
105,target,33.467504,-86.775102,Birmingham,Alabama,AL,35209
106,winn_dixie,31.25947,-85.43219,Dothan,Alabama,AL,36303
107,western supermarket,33.4264824,-86.7742867,Vestavia Hills,Alabama,AL,35216
108,lucky's supermarket,34.6307875,-85.7451278,Henagar,Alabama,AL,35978
109,hudd's food center,33.2357141,-86.4836753,Wilsonville,Alabama,AL,35186
110,winn_dixie,33.4961197,-86.8785536,Birmingham,Alabama,AL,35208
111,winn_dixie,33.4173675,-86.6945961,Birmingham,Alabama,AL,35242
112,winn_dixie,33.3354285,-86.9192134,Bessemer,Alabama,AL,35022
113,catherine's market,32.7659486,-85.9449854,Alexander City,Alabama,AL,35010
114,winn_dixie,33.2680852,-86.3550751,Childersburg,Alabama,AL,35044
115,publix,34.8164271,-86.4897547,Huntsville,Alabama,AL,35811
116,publix,33.3469027,-86.7971285,Birmingham,Alabama,AL,35244
117,sprouts,33.3558825,-86.8548146,Hoover,Alabama,AL,35244
118,walmart,31.3157087,-85.8265113,Enterprise,Alabama,AL,36330
119,walmart,31.9396079,-87.7389141,Thomasville,Alabama,AL,36784
120,publix,32.6381809,-85.4801561,Auburn,Alabama,AL,36830
121,publix,32.5854331,-85.4365148,Auburn,Alabama,AL,36830
122,publix,33.403505,-86.8082925,Hoover,Alabama,AL,35226
123,lively's foodland,33.9231542,-85.609398,Piedmont,Alabama,AL,36272
124,winn_dixie,33.7163116,-85.8551404,Anniston,Alabama,AL,36206
125,earth fare,32.6233717,-85.4468207,Auburn,Alabama,AL,36830
126,win-dixie,32.3982667,-87.065826,Selma,Alabama,AL,36701
127,dollar_store,34.7538934,-86.74865,Madison,Alabama,AL,35758
128,sprouts,34.7584292,-86.7293907,Madison,Alabama,AL,35757
129,kroger,34.5601703,-86.9765593,Decatur,Alabama,AL,35601
130,exile armory,33.7518409,-85.8328918,Weaver,Alabama,AL,36277
131,publix,34.1814924,-86.8491746,Cullman,Alabama,AL,35055
132,trader_joes,33.4465102,-86.7296304,Birmingham,Alabama,AL,35243
133,walmart,33.4678637,-86.8215147,Birmingham,Alabama,AL,35209
134,mi pueblo,33.4666125,-86.8243888,Birmingham,Alabama,AL,35209
135,mr. chen's hometown supermarket,33.4607443,-86.8193762,Birmingham,Alabama,AL,35209
136,piggly_wiggly,33.5609218,-88.073344,Millport,Alabama,AL,35576
137,walmart,31.3217229,-86.4450615,Andalusia,Alabama,AL,36420
138,foodland,34.4977753,-87.7239487,Russellville,Alabama,AL,35653
139,walmart,33.2396253,-87.5732875,Northport,Alabama,AL,35476
140,publix,33.510055,-86.8030375,Birmingham,Alabama,AL,35233
141,"ashleys furniture, ollies",33.6859867,-85.8203342,Anniston,Alabama,AL,36201
142,dollar_store,33.5330124,-85.940984,Munford,Alabama,AL,36268
143,lion foods,33.7811962,-85.8988883,Alexandria,Alabama,AL,36250
144,walmart,31.444966,-85.6511772,Ozark,Alabama,AL,36360
145,grocery_outlet,31.4470287,-85.6551428,Ozark,Alabama,AL,36360
146,elberta grocery,30.4139062,-87.594974,Elberta,Alabama,AL,36530
147,walmart,32.385046,-86.184915,Montgomery,Alabama,AL,36117
148,walmart,33.164864,-85.364371,Roanoke,Alabama,AL,36274
149,walmart,33.361719,-87.001921,Bessemer,Alabama,AL,35022
150,walmart,33.590204,-86.70022,Birmingham,Alabama,AL,35215
151,walmart,34.793292,-86.750837,Madison,Alabama,AL,35757
152,walmart,32.835031,-85.178726,Valley,Alabama,AL,36854
153,walmart,34.820128,-86.49261,Huntsville,Alabama,AL,35811
154,walmart,32.493003,-87.849349,Demopolis,Alabama,AL,36732
155,walmart,33.1759079,-86.2854032,Sylacauga,Alabama,AL,35150
156,walmart,34.204319,-86.869567,Cullman,Alabama,AL,35055
157,walmart,31.0379679,-87.4951729,Atmore,Alabama,AL,36502
158,walmart,31.780755,-85.939323,Troy,Alabama,AL,36081
159,walmart,34.440216,-85.76195,Fort Payne,Alabama,AL,35968
160,walmart,34.945898,-86.574707,Hazel Green,Alabama,AL,35750
161,walmart,34.299429,-86.27903,Guntersville,Alabama,AL,35976
162,walmart,30.532086,-87.711089,Robertsdale,Alabama,AL,36567
163,walmart,31.268054,-85.441109,Dothan,Alabama,AL,36303
164,walmart,34.7135989,-86.6249168,Huntsville,Alabama,AL,35805
165,walmart,32.46981,-85.083086,Phenix City,Alabama,AL,36870
166,walmart,31.231526,-85.450493,Dothan,Alabama,AL,36305
167,walmart,30.563659,-88.213981,Theodore,Alabama,AL,36582
168,walmart,30.669712,-88.105083,Mobile,Alabama,AL,36606
169,walmart,33.562105,-86.518619,Leeds,Alabama,AL,35094
170,walmart,33.340851,-86.791181,Pelham,Alabama,AL,35124
171,walmart,33.169989,-87.482461,Tuscaloosa,Alabama,AL,35405
172,walmart,34.657289,-86.485715,Owens Cross Roads,Alabama,AL,35763
173,walmart,34.162885,-85.712618,Centre,Alabama,AL,35960
174,walmart,33.637368,-86.684495,Center Point,Alabama,AL,35215
175,walmart,32.463123,-86.416339,Prattville,Alabama,AL,36066
176,walmart,33.212574,-86.828967,Alabaster,Alabama,AL,35007
177,walmart,32.340452,-86.175231,Montgomery,Alabama,AL,36117
178,walmart,32.630388,-85.495491,Auburn,Alabama,AL,36832
179,walmart,32.402505,-86.266962,Montgomery,Alabama,AL,36107
180,walmart,33.428559,-86.791833,Vestavia Hills,Alabama,AL,35216
181,walmart,33.460574,-86.96832,Bessemer,Alabama,AL,35023
182,walmart,30.522315,-87.848815,Fairhope,Alabama,AL,36532
183,walmart,33.438556,-86.080265,Talladega,Alabama,AL,35160
184,walmart,32.493877,-86.398425,Millbrook,Alabama,AL,36054
185,walmart,32.816741,-86.609419,Clanton,Alabama,AL,35045
186,walmart,30.7171309,-88.1633413,Mobile,Alabama,AL,36618
187,walmart,34.2405233,-87.5987915,Haleyville,Alabama,AL,35565
188,walmart,33.9352,-87.840615,Winfield,Alabama,AL,35594
189,walmart,32.637874,-85.421882,Opelika,Alabama,AL,36801
190,walmart,33.720093,-85.820134,Anniston,Alabama,AL,36206
191,walmart,34.750358,-86.633691,Huntsville,Alabama,AL,35810
192,walmart,33.993612,-86.093629,Attalla,Alabama,AL,35954
193,walmart,33.971218,-86.446599,Oneonta,Alabama,AL,35121
194,walmart,34.341887,-86.500136,Arab,Alabama,AL,35016
195,walmart,34.214766,-86.153387,Boaz,Alabama,AL,35957
196,walmart,31.559638,-87.875509,Jackson,Alabama,AL,36545
197,walmart,30.886011,-87.790076,Bay Minette,Alabama,AL,36507
198,walmart,33.745493,-87.041799,Sumiton,Alabama,AL,35148
199,walmart,31.178814,-85.404472,Dothan,Alabama,AL,36301
200,walmart,33.421996,-86.67595,Birmingham,Alabama,AL,35242
201,walmart,31.148441,-87.063735,Brewton,Alabama,AL,36426
202,walmart,33.4471,-86.821,Birmingham,Alabama,AL,35209
203,walmart,31.849507,-86.647223,Greenville,Alabama,AL,36037
204,walmart,30.799419,-88.096979,Saraland,Alabama,AL,36571
205,walmart,33.579201,-86.9243089,Birmingham,Alabama,AL,35214
206,walmart,34.45249,-86.948782,Hartselle,Alabama,AL,35640
207,walmart,34.1196525,-87.9923238,Hamilton,Alabama,AL,35570
208,walmart,31.051472,-85.899404,Geneva,Alabama,AL,36340
209,walmart,32.5517837,-85.9167142,Tallassee,Alabama,AL,36078
210,asian market,34.7415503,-86.6767372,Huntsville,Alabama,AL,35806
211,walmart,30.267427,-87.686198,Gulf Shores,Alabama,AL,36542
212,winn_dixie,30.2698953,-87.6864852,Gulf Shores,Alabama,AL,36542
213,target,32.6185685,-85.4113313,Opelika,Alabama,AL,36801
214,kroger,32.6207456,-85.4116109,Opelika,Alabama,AL,36801
215,piggly_wiggly,33.4142908,-86.8448869,Hoover,Alabama,AL,35226
216,piggly_wiggly,33.8072708,-86.8104039,Warrior,Alabama,AL,35180
217,fresh market,34.6918269,-86.57026,Huntsville,Alabama,AL,35802
218,aldi,33.4261712,-86.7029532,Birmingham,Alabama,AL,35242
219,hackleburg,34.2766156,-87.8305482,Hackleburg,Alabama,AL,35564
220,piggly_wiggly,33.4814219,-86.7119523,Birmingham,Alabama,AL,35243
221,publix,33.3858798,-86.7405938,Birmingham,Alabama,AL,35244
222,fresh market,33.4215003,-86.7000679,Birmingham,Alabama,AL,35242
223,walmart,30.269264,-87.594308,Orange Beach,Alabama,AL,36561
224,restaurant depot,33.4488057,-86.8268891,Birmingham,Alabama,AL,35209
225,super ofertas,33.4709642,-86.8269303,Birmingham,Alabama,AL,35209
226,brito's supermarket,33.4684959,-86.8257972,Birmingham,Alabama,AL,35209
227,whole_foods,33.3771436,-86.8007887,Hoover,Alabama,AL,35244
228,tienda latina guatemex,31.2047235,-85.3955612,Dothan,Alabama,AL,36301
229,taylor grocery,31.1601446,-85.4686481,Taylor,Alabama,AL,36301
230,safeway,61.1093998,-149.8537099,Anchorage,Alaska,AK,99515
231,the trading union,56.8140827,-132.9582097,Petersburg,Alaska,AK,99833
232,hammer & wikan,56.8101124,-132.9407538,Petersburg,Alaska,AK,99833
233,three bears,60.1241197,-149.4382628,Seward,Alaska,AK,99664
234,carrs,61.5980594,-149.1270236,Palmer,Alaska,AK,99645
235,deca commissary,61.2336548,-149.7665037,Elmendorf AFB,Alaska,AK,99506
236,alaska ship food center,53.8831793,-166.5525885,Unalaska,Alaska,AK,99685
237,leask market,55.1302176,-131.5767235,Metlakatla,Alaska,AK,99926
238,howsers iga supermarket,59.2348953,-135.4461662,Haines,Alaska,AK,99827
239,lakeside grocery,57.0568466,-135.3462843,Sitka,Alaska,AK,99835
240,ac value center,58.6836932,-156.671906,King Salmon,Alaska,AK,99613
241,ninilchik general store,60.040772,-151.6764817,Ninilchik,Alaska,AK,99639
242,nagley's store,62.3230154,-150.1122905,Talkeetna,Alaska,AK,99676
243,alaska & proud market,55.3572399,-131.6942955,Ketchikan,Alaska,AK,99901
244,tatsuda's iga,55.3391188,-131.6361738,Ketchikan,Alaska,AK,99901
245,new sagaya midtown market,61.1870099,-149.8696256,Anchorage,Alaska,AK,99503
246,super bear supermarket,58.3714256,-134.5876551,Juneau,Alaska,AK,99801
247,sunnyside market,58.4114482,-135.7268349,Gustavus,Alaska,AK,99826
248,toshco,58.4157232,-135.7543666,Gustavus,Alaska,AK,99826
249,ketchikan dry goods,55.3409336,-131.6405574,Ketchikan,Alaska,AK,99901
250,front door store,60.5454026,-145.758238,Cordova,Alaska,AK,99574
251,commissary,64.8250819,-147.634241,Fort Wainwright,Alaska,AK,99703
252,commissary,64.6769556,-147.0860446,Eielson AFB,Alaska,AK,99702
253,sockeye trading,58.6835435,-156.6707309,King Salmon,Alaska,AK,99613
254,safeway,33.4885505,-112.0817935,Phoenix,Arizona,AZ,85013
255,basha's,33.3332955,-111.9121727,Tempe,Arizona,AZ,85284
256,fry's marketplace,33.3218992,-111.9303033,Tempe,Arizona,AZ,85284
257,fry's food & drug,33.3790977,-111.9768574,Tempe,Arizona,AZ,85282
258,food conspiracy co-op,32.2269734,-110.9654811,Tucson,Arizona,AZ,85705
259,17th street market,32.2129981,-110.9586534,Tucson,Arizona,AZ,85719
260,fry's food and drug,33.2756105,-111.8608318,Chandler,Arizona,AZ,85286
261,rincon market,32.2281441,-110.9348242,Tucson,Arizona,AZ,85716
262,basha's,36.7095547,-110.2512446,Kayenta,Arizona,AZ,86033
263,safeway,33.3030626,-111.9962063,Phoenix,Arizona,AZ,85048
264,fry's marketplace,33.3036078,-111.9987383,Phoenix,Arizona,AZ,85048
265,trader_joes,33.3040314,-111.9944973,Phoenix,Arizona,AZ,85048
266,basha's,33.4355775,-111.6312451,Mesa,Arizona,AZ,85207
267,safeway,33.7809232,-111.9223707,Scottsdale,Arizona,AZ,85266
268,trader_joes,33.639277,-112.2264979,Glendale,Arizona,AZ,85308
269,trader_joes,33.5831706,-111.9790463,Phoenix,Arizona,AZ,85028
270,sprouts,33.4959129,-112.0197337,Phoenix,Arizona,AZ,85016
271,fry's food,32.1051099,-110.7737925,Tucson,Arizona,AZ,85747
272,target,33.4376997,-112.4213173,Goodyear,Arizona,AZ,85338
273,safeway,33.4512797,-112.3944352,Goodyear,Arizona,AZ,85338
274,safeway,33.6373247,-112.4252242,Surprise,Arizona,AZ,85388
275,safeway,33.4839316,-112.3641397,Goodyear,Arizona,AZ,85395
276,osco,33.6535941,-112.0295923,Phoenix,Arizona,AZ,85050
277,commissary,31.5584081,-110.3506703,Fort Huachuca,Arizona,AZ,85613
278,safeway,32.9938537,-111.5216364,Coolidge,Arizona,AZ,85128
279,fry's marketplace,33.2181001,-111.5657754,San Tan Valley,Arizona,AZ,85140
280,sprout's farmer's market,33.5995046,-111.9787489,Phoenix,Arizona,AZ,85032
281,fry's signature marketplace,33.5810261,-111.9791748,Phoenix,Arizona,AZ,85028
282,whole_foods,33.5851018,-111.9790675,Phoenix,Arizona,AZ,85028
283,fry's marketplace,33.4170532,-111.7349317,Mesa,Arizona,AZ,85205
284,safeway,33.3762905,-112.166201,Laveen,Arizona,AZ,85339
285,safeway,35.2200089,-111.6219568,Flagstaff,Arizona,AZ,86004
286,fry's food & drug,33.334081,-111.8083412,Gilbert,Arizona,AZ,85233
287,basha's,34.2422156,-111.3211423,Payson,Arizona,AZ,85541
288,costco,33.6039316,-111.9864659,Phoenix,Arizona,AZ,85032
289,fry's,33.4342166,-112.558429,Buckeye,Arizona,AZ,85326
290,walmart,32.344184,-111.016194,Tucson,Arizona,AZ,85741
291,k-mart kingman,35.220519,-114.0054042,Kingman,Arizona,AZ,86401
292,bashas,35.2216792,-114.004961,Kingman,Arizona,AZ,86401
293,safeway,33.51122,-112.0147691,Phoenix,Arizona,AZ,85016
294,safeway,33.6758929,-111.8882871,Scottsdale,Arizona,AZ,85255
295,fry's,32.1803101,-110.9825943,Tucson,Arizona,AZ,85713
296,safeway,32.3724178,-111.136735,Tucson,Arizona,AZ,85743
297,bashas',33.5227211,-111.8991853,Scottsdale,Arizona,AZ,85250
298,albertsons,33.5375138,-111.9062557,Scottsdale,Arizona,AZ,85250
299,basha's,33.4529886,-111.7888773,Mesa,Arizona,AZ,85203
300,safeway,32.3074182,-110.8913593,Tucson,Arizona,AZ,85718
301,safeway,33.6105143,-112.0147462,Phoenix,Arizona,AZ,85032
302,bashas,33.509593,-112.3393009,Litchfield Park,Arizona,AZ,85340
303,safeway,32.426801,-110.9595436,Oro Valley,Arizona,AZ,85755
304,walmart,33.4369611,-112.5602639,Buckeye,Arizona,AZ,85326
305,basha's,33.6114111,-112.2221113,Peoria,Arizona,AZ,85381
306,albertsons,33.6402878,-112.419829,Surprise,Arizona,AZ,85388
307,fry's,33.5944968,-112.2189211,Peoria,Arizona,AZ,85381
308,fry's supermarket,33.3793917,-111.9107892,Tempe,Arizona,AZ,85282
309,fry's food,33.4672788,-111.9126864,Scottsdale,Arizona,AZ,85257
310,smart & final,33.4744805,-111.9256799,Scottsdale,Arizona,AZ,85257
311,trader_joes,33.5287582,-111.9270372,Paradise Valley,Arizona,AZ,85253
312,safeway,34.2397334,-111.3176376,Payson,Arizona,AZ,85541
313,walmart,33.6384807,-111.9816524,Phoenix,Arizona,AZ,85032
314,albertsons,33.678709,-111.9746864,Phoenix,Arizona,AZ,85054
315,walmart,33.596146,-111.978633,Phoenix,Arizona,AZ,85032
316,aj's fine foods,33.382011,-111.7569466,Mesa,Arizona,AZ,85204
317,safeway,33.3775382,-111.7237301,Gilbert,Arizona,AZ,85234
318,fry's food & drug,33.3784901,-111.7512925,Gilbert,Arizona,AZ,85234
319,bashas',32.3068902,-111.0106351,Tucson,Arizona,AZ,85704
320,food city,33.4527429,-112.1336884,Phoenix,Arizona,AZ,85009
321,ranch market,33.5106787,-112.2041377,Glendale,Arizona,AZ,85303
322,fry's food store,33.4931647,-112.2016877,Phoenix,Arizona,AZ,85033
323,walmart,33.5514047,-112.1799153,Glendale,Arizona,AZ,85301
324,fry's,33.4629601,-112.3390677,Avondale,Arizona,AZ,85392
325,fry's food,33.4340087,-112.3044527,Avondale,Arizona,AZ,85323
326,walmart,33.459271,-112.3382308,Avondale,Arizona,AZ,85392
327,food city,33.4813465,-112.2020549,Phoenix,Arizona,AZ,85033
328,food city,33.4505772,-112.118003,Phoenix,Arizona,AZ,85009
329,fry's food,33.5250689,-112.2043694,Glendale,Arizona,AZ,85303
330,walmart,32.350839,-110.977172,Tucson,Arizona,AZ,85704
331,safeway,33.3577077,-112.4284145,Goodyear,Arizona,AZ,85338
332,frys marketplace,33.6418104,-112.0110803,Phoenix,Arizona,AZ,85032
333,fry's food,33.3794638,-112.1703378,Laveen,Arizona,AZ,85339
334,el super,33.4815473,-112.2215036,Phoenix,Arizona,AZ,85033
335,fry's food,33.4791949,-111.9841549,Phoenix,Arizona,AZ,85008
336,safeway,33.4089218,-111.9239211,Tempe,Arizona,AZ,85281
337,safeway,33.865149,-112.138994,Phoenix,Arizona,AZ,85086
338,frys food,33.8445051,-112.13393,Phoenix,Arizona,AZ,85086
339,costco,33.2935719,-111.8987509,Chandler,Arizona,AZ,85226
340,fry's marketplace,33.2173579,-111.824916,Chandler,Arizona,AZ,85249
341,hank's market & butcher shop,32.6591917,-114.4100875,Yuma,Arizona,AZ,85367
342,basha's,33.0711667,-112.0467977,Maricopa,Arizona,AZ,85139
343,fry's food and drug,33.3168316,-112.0054694,Phoenix,Arizona,AZ,85044
344,fry's,33.3481069,-111.8579701,Chandler,Arizona,AZ,85225
345,whole_foods,33.3185139,-111.8927867,Chandler,Arizona,AZ,85224
346,fry's food & drug,33.3218516,-111.8748774,Chandler,Arizona,AZ,85224
347,sprouts,33.3189048,-111.8754954,Chandler,Arizona,AZ,85224
348,fry's food store,34.5542779,-112.4824443,Prescott,Arizona,AZ,86305
349,walmart,33.4965559,-112.1724303,Phoenix,Arizona,AZ,85031
350,safeway,32.2631791,-109.8423586,Willcox,Arizona,AZ,85643
351,sprouts,34.5467017,-112.4676939,Prescott,Arizona,AZ,86301
352,safeway,34.5614686,-112.4844588,Prescott,Arizona,AZ,86301
353,bulldog graphics,32.3355466,-111.0571432,Tucson,Arizona,AZ,85741
354,fry's marketplace,33.6384402,-112.1200502,Phoenix,Arizona,AZ,85053
355,sprouts,33.2646645,-111.8562991,Chandler,Arizona,AZ,85248
356,safeway,35.1894734,-111.6637192,Flagstaff,Arizona,AZ,86001
357,fry's,33.3794222,-112.0318279,Phoenix,Arizona,AZ,85042
358,walmart,33.376054,-112.0292616,Phoenix,Arizona,AZ,85042
359,safeway,34.5872351,-112.3299008,Prescott Valley,Arizona,AZ,86314
360,bashas,33.5834965,-112.0117397,Phoenix,Arizona,AZ,85028
361,sprouts,33.5376913,-112.0461889,Phoenix,Arizona,AZ,85016
362,sprouts,33.3033991,-111.7577378,Gilbert,Arizona,AZ,85295
363,walmart,33.5391322,-112.218867,Glendale,Arizona,AZ,85303
364,walmart,33.636517,-112.184744,Glendale,Arizona,AZ,85306
365,basha's,33.3073621,-111.8748637,Chandler,Arizona,AZ,85224
366,safeway,33.3039271,-111.8632691,Chandler,Arizona,AZ,85224
367,fry's,33.6094446,-112.1840023,Glendale,Arizona,AZ,85304
368,walmart,33.431942,-111.865295,Mesa,Arizona,AZ,85201
369,albertsons,32.2989035,-110.9965186,Tucson,Arizona,AZ,85704
370,basha's,33.5176434,-112.0632843,Phoenix,Arizona,AZ,85014
371,walmart,33.5648272,-112.1700077,Glendale,Arizona,AZ,85302
372,ranch market,33.5375834,-112.1329704,Phoenix,Arizona,AZ,85017
373,safeway,33.347966,-111.9818457,Phoenix,Arizona,AZ,85044
374,fry's,33.5523126,-112.1530588,Glendale,Arizona,AZ,85301
375,walmart,33.4523949,-111.8146151,Mesa,Arizona,AZ,85203
376,trader_joes,32.2372851,-110.8586091,Tucson,Arizona,AZ,85712
377,food city,33.4649339,-112.1503004,Phoenix,Arizona,AZ,85009
378,walmart,33.39053,-112.136887,Phoenix,Arizona,AZ,85041
379,smiths supermarket,35.2243448,-114.0342512,Kingman,Arizona,AZ,86409
380,foodcity,33.5398498,-112.1353344,Phoenix,Arizona,AZ,85051
