1,winn dixie,33.597828299999996,-85.928149
2,target,33.6087685,-85.783059
3,target,33.224345899999996,-86.8043602
4,walmart supercenter,33.2354886,-86.80121020000001
6,walmart supercenter,34.4955794,-87.27694129999999
7,target,34.74109779999999,-86.6821021
8,publix,34.756161999999996,-86.74165129999999
9,publix,33.2800438,-86.8538439
14,target,34.673502899999995,-86.54222309999999
16,walmart supercenter,34.61586,-86.57068100000001
17,walmart supercenter,32.3707826,-86.2682804
18,publix,34.6589984,-86.48127120000001
19,walmart supercenter,34.747072499999994,-86.67602559999999
22,walmart supercenter,34.7652145,-86.5924412
24,winn dixie,32.4619323,-86.45544100000001
26,publix,33.355928399999996,-86.8427022
30,winn dixie,33.236999999999995,-87.552464
32,publix,33.2629891,-87.5135906
36,walmart supercenter,33.6470907,-86.82329820000001
38,walmart supercenter,32.434137,-87.012949
41,walmart supercenter,33.347786,-86.619238
46,publix,30.298629700000003,-87.6816058
49,winn dixie,33.306285700000004,-87.602672
50,target,33.6054364,-86.63728520000001
52,walmart supercenter,33.638953,-86.629165
54,walmart supercenter,32.507156,-86.211951
69,publix,33.6077762,-85.7875592
70,publix,33.6412303,-86.5797901
71,publix,33.6557849,-86.64693050000001
76,publix,33.453263899999996,-86.9782514
89,publix,33.1555779,-86.74853459999999
90,walmart supercenter,33.146252000000004,-86.751885
96,walmart supercenter,34.668517,-86.006085
97,publix,30.630939,-87.91257399999999
99,publix,30.555695,-87.890899
100,winn dixie,32.576415999999995,-85.49666459999999
101,walmart supercenter,32.570858,-85.49656999999999
103,publix,33.465192,-86.819874
105,target,33.467504,-86.775102
106,winn dixie,31.25947,-85.43219
115,publix,34.8164271,-86.4897547
116,publix,33.3469027,-86.7971285
118,walmart supercenter,31.3157087,-85.8265113
119,walmart supercenter,31.9396079,-87.73891409999999
120,publix,32.6381809,-85.4801561
121,publix,32.5854331,-85.4365148
122,publix,33.403504999999996,-86.80829250000001
124,winn dixie,33.716311600000004,-85.85514040000001
131,publix,34.1814924,-86.8491746
137,walmart supercenter,31.321722899999997,-86.4450615
140,publix,33.510055,-86.8030375
144,walmart supercenter,31.444965999999997,-85.6511772
147,walmart supercenter,32.385046,-86.184915
148,walmart supercenter,33.164864,-85.36437099999999
149,walmart supercenter,33.361719,-87.001921
150,walmart supercenter,33.590204,-86.70022
152,walmart supercenter,32.835031,-85.178726
153,walmart supercenter,34.820128000000004,-86.49261
154,walmart supercenter,32.493003,-87.849349
155,walmart supercenter,33.1759079,-86.2854032
156,walmart supercenter,34.204319,-86.869567
157,walmart supercenter,31.0379679,-87.4951729
158,walmart supercenter,31.780755,-85.939323
159,walmart supercenter,34.440216,-85.76195
160,walmart supercenter,34.945898,-86.57470699999999
161,walmart supercenter,34.299428999999996,-86.27903
162,walmart supercenter,30.532086,-87.711089
163,walmart supercenter,31.268054,-85.441109
169,walmart supercenter,33.562104999999995,-86.518619
170,walmart supercenter,33.340851,-86.79118100000001
172,walmart supercenter,34.657289,-86.485715
173,walmart supercenter,34.162884999999996,-85.712618
175,walmart supercenter,32.463122999999996,-86.41633900000001
181,walmart supercenter,33.460574,-86.96831999999999
182,walmart supercenter,30.522315000000003,-87.848815
183,walmart supercenter,33.438556,-86.080265
184,walmart supercenter,32.493877000000005,-86.398425
185,walmart supercenter,32.816741,-86.60941899999999
187,walmart supercenter,34.24052329999999,-87.5987915
188,walmart supercenter,33.9352,-87.840615
189,walmart supercenter,32.637874,-85.421882
190,walmart supercenter,33.720093,-85.820134
192,walmart supercenter,33.993612,-86.093629
193,walmart supercenter,33.971218,-86.44659899999999
194,walmart supercenter,34.341887,-86.500136
195,walmart supercenter,34.214766,-86.153387
196,walmart supercenter,31.559638,-87.875509
197,walmart supercenter,30.886011,-87.790076
198,walmart supercenter,33.745492999999996,-87.041799
199,walmart supercenter,31.178814000000003,-85.404472
200,walmart supercenter,33.421996,-86.67595
201,walmart supercenter,31.148441,-87.063735
202,walmart supercenter,33.4471,-86.821
203,walmart supercenter,31.849507,-86.647223
204,walmart supercenter,30.799419,-88.096979
205,walmart supercenter,33.579201,-86.9243089
206,walmart supercenter,34.452490000000004,-86.948782
207,walmart supercenter,34.1196525,-87.99232380000001
209,walmart supercenter,32.5517837,-85.9167142
211,walmart supercenter,30.267427,-87.686198
212,winn dixie,30.269895299999998,-87.6864852
213,target,32.6185685,-85.4113313
221,publix,33.3858798,-86.7405938
290,walmart supercenter,32.344184000000006,-111.016194
304,walmart supercenter,33.436961100000005,-112.5602639
313,walmart supercenter,33.6384807,-111.9816524
315,walmart supercenter,33.596146000000005,-111.978633
323,walmart supercenter,33.5514047,-112.17991529999999
326,walmart supercenter,33.459271,-112.33823079999999
364,walmart supercenter,33.636517,-112.184744
368,walmart supercenter,33.431942,-111.86529499999999
378,walmart supercenter,33.39053,-112.13688700000002
382,walmart supercenter,32.6816308,-114.6474179
387,walmart supercenter,32.426075,-110.940899
401,walmart supercenter,32.0849882,-110.7758732
472,walmart supercenter,32.6744203,-114.6015773
480,walmart supercenter,33.7084533,-112.1130219
492,walmart supercenter,35.005754100000004,-114.59467649999999
500,walmart supercenter,33.796640999999994,-111.962216
501,walmart supercenter,32.190893,-110.770299
503,walmart supercenter,33.384526,-111.739644
507,walmart supercenter,32.2236403,-110.9188725
508,walmart supercenter,31.968821000000002,-110.314252
509,walmart supercenter,34.592452,-112.341401
510,walmart supercenter,33.51025,-112.267293
514,walmart supercenter,33.449104999999996,-111.733671
515,walmart supercenter,33.289278,-111.83801100000001
516,walmart supercenter,33.4705533,-112.2231777
517,walmart supercenter,31.912167999999998,-110.98259399999999
518,walmart supercenter,35.082534,-114.5943
519,target,33.3944893,-111.78546409999998
522,target,33.454451899999995,-111.6827031
528,target,32.1604549,-110.99022340000002
554,walmart supercenter,34.885098,-92.11255
556,walmart supercenter,34.588543200000004,-94.2258498
557,walmart supercenter,34.454514399999994,-93.0605561
560,walmart supercenter,35.2472503,-91.6872
561,walmart supercenter,35.108710200000004,-92.437388
575,walmart supercenter,34.3907095,-92.8324878
580,walmart supercenter,35.217895399999996,-93.1664602
582,walmart supercenter,35.1687925,-92.7265966
587,walmart supercenter,35.931083,-89.872175
590,walmart supercenter,35.816007899999995,-90.73438349999999
591,walmart supercenter,34.291348,-92.397163
592,walmart supercenter,34.809468,-92.48598299999999
593,walmart supercenter,34.8318653,-92.3942574
597,walmart supercenter,34.55557279999999,-90.6506285
608,walmart supercenter,35.2207257,-94.2966903
610,walmart supercenter,35.4487479,-93.4604149
613,walmart supercenter,33.63556079999999,-91.8049195
619,walmart supercenter,35.028039,-90.793582
620,walmart supercenter,33.276653,-93.212017
621,walmart supercenter,35.5668534,-92.4544415
622,walmart supercenter,36.376273,-93.58701529999999
623,walmart supercenter,35.69999179999999,-90.0126791
626,walmart supercenter,36.248721999999994,-90.963337
627,walmart supercenter,35.165456,-90.20000999999999
632,walmart supercenter,35.253427,-90.777454
633,walmart supercenter,35.280505,-93.10515699999999
639,walmart supercenter,35.14336779999999,-93.9018368
640,walmart supercenter,34.632394,-93.055836
641,walmart supercenter,36.166247,-94.14695400000001
642,walmart supercenter,33.242009100000004,-92.6686538
643,walmart supercenter,34.490929,-93.089251
647,walmart supercenter,35.81895,-90.68526700000001
649,walmart supercenter,36.1128042,-93.7159682
650,walmart supercenter,36.057305,-90.52294
651,walmart supercenter,35.479083,-94.22879
653,walmart supercenter,34.173882,-92.003129
654,walmart supercenter,33.925385,-93.857443
657,walmart supercenter,35.507388,-92.032234
658,walmart supercenter,34.043471000000004,-94.319058
660,walmart supercenter,35.072430600000004,-92.4951777
663,walmart supercenter,35.681492,-90.549868
665,walmart supercenter,35.618058000000005,-91.254954
666,walmart supercenter,33.567239,-92.83685600000001
667,walmart supercenter,36.241189,-91.596294
668,walmart supercenter,35.469113,-94.353427
669,walmart supercenter,33.657167,-94.10924
670,walmart supercenter,34.667147,-92.377089
671,walmart supercenter,35.762696000000005,-91.614278
672,walmart supercenter,36.275242999999996,-92.604523
673,walmart supercenter,35.867227,-92.101796
674,walmart supercenter,36.3549565,-92.3410256
675,walmart supercenter,33.680812,-93.614678
676,walmart supercenter,34.477047999999996,-91.549074
681,walmart supercenter,36.269042,-93.139074
831,target,34.1429497,-118.25865220000001
879,target,33.702959299999996,-117.88723540000001
965,walmart supercenter,36.693096000000004,-121.80111200000002
1001,walmart supercenter,35.6065894,-117.666947
1027,walmart supercenter,33.9371231,-117.45539450000001
1054,target,33.947782200000006,-117.3821785
1084,target,33.565748,-117.2032294
1096,walmart supercenter,37.751554,-121.47198600000002
1098,target,38.090053000000005,-122.55297859999999
1120,walmart supercenter,37.694458000000004,-120.99185
1176,walmart supercenter,33.9357718,-117.1819294
1185,walmart supercenter,39.5257095,-122.2176915
1218,walmart supercenter,34.220075200000004,-119.16151289999999
1233,walmart supercenter,33.703645,-116.28107299999999
1292,target,34.0627169,-118.4437247
1302,target,33.9992771,-118.39342420000001
1336,target,37.2650844,-121.9187722
1368,walmart supercenter,34.693754999999996,-118.17411200000001
1410,walmart supercenter,37.785505,-121.2182613
1444,walmart supercenter,38.668360299999996,-121.16752620000001
1463,walmart supercenter,39.127230700000005,-121.57436969999999
1610,walmart supercenter,38.04979829999999,-121.37628799999999
1612,walmart supercenter,38.8027239,-121.2021352
1625,walmart supercenter,38.689487,-121.29527399999999
1626,walmart supercenter,36.2965614,-119.3104267
1631,target,33.865534999999994,-117.7470665
1668,walmart supercenter,38.679413000000004,-121.22257409999999
1685,walmart supercenter,33.81314329999999,-116.4868939
1708,walmart supercenter,36.839765,-119.69578500000001
1755,walmart supercenter,36.32181,-119.676372
1774,walmart supercenter,34.2777247,-118.5669905
1795,walmart supercenter,33.0691844,-117.26631200000001
1831,walmart supercenter,35.6043555,-119.359417
1916,walmart supercenter,41.774985,-124.189935
2003,target,37.7910409,-122.4010156
2028,walmart supercenter,36.5423441,-119.40963119999999
2040,target,36.224046,-119.31409450000001
2055,walmart supercenter,34.0733551,-117.8866804
2066,walmart supercenter,34.4241875,-117.37001609999999
2089,target,34.0755429,-118.3756987
2098,walmart supercenter,32.6747692,-117.0993336
2132,walmart supercenter,36.83902570000001,-119.80340840000001
2133,walmart supercenter,38.459520899999994,-121.49297709999999
2148,walmart supercenter,38.4828027,-121.3690138
2155,walmart supercenter,33.9087,-118.208
2157,walmart supercenter,33.6569282,-117.7417489
2158,walmart supercenter,34.188221999999996,-118.32521000000001
2165,walmart supercenter,36.792590000000004,-119.789216
2170,walmart supercenter,32.962431,-115.545833
2171,walmart supercenter,38.289653,-121.30476200000001
2172,walmart supercenter,35.743983,-119.248053
2173,walmart supercenter,33.925115999999996,-116.9516584
2174,walmart supercenter,34.050394,-118.085476
2175,walmart supercenter,38.471927,-121.820361
2176,walmart supercenter,35.308793,-119.09539299999999
2180,walmart supercenter,38.649823,-121.38631000000001
2184,walmart supercenter,38.24262,-121.990103
2185,walmart supercenter,34.071943,-117.963494
2186,walmart supercenter,33.995325,-117.719321
2189,walmart supercenter,33.954813,-118.18761299999998
2203,walmart supercenter,34.692518,-118.097675
2204,walmart supercenter,33.940765999999996,-118.049799
2205,walmart supercenter,33.846009,-117.541261
2206,walmart supercenter,37.96348,-121.76161499999999
2208,walmart supercenter,33.830338,-118.15857
2211,walmart supercenter,33.737285,-117.915302
2214,walmart supercenter,38.5961282,-121.2918143
2215,walmart supercenter,34.102622,-117.909601
2217,walmart supercenter,36.811301,-119.71692900000001
2218,walmart supercenter,32.822626,-116.901748
2219,walmart supercenter,33.241115,-117.29099
2221,walmart supercenter,33.679795,-117.67131699999999
2222,walmart supercenter,33.902464,-118.14535
2227,walmart supercenter,33.89087,-117.51726699999999
2228,walmart supercenter,39.144796,-121.653902
2229,walmart supercenter,38.712775,-121.394667
2232,walmart supercenter,36.810606,-119.86033300000001
2233,walmart supercenter,38.112984999999995,-121.303278
2235,walmart supercenter,34.050112,-117.306233
2236,walmart supercenter,35.391531,-118.960829
2237,walmart supercenter,34.465211,-117.35439199999999
2240,walmart supercenter,35.298796,-119.029215
2341,target,34.025670500000004,-118.2844363
2418,walmart supercenter,38.9704963,-105.0386926
2429,walmart supercenter,37.9981886,-103.5931748
2451,walmart supercenter,39.868013,-105.05669170000002
